Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2025,Transcription Coregulator Binding (GO:0001221),5/103,0.00013850860761213465,0.0017521338862935,0,0,11.104507737160798,98.65886609122175,TERT;STAT1;HIF1A;ESR1;HDAC6
GO_Molecular_Function_2025,Ephrin Receptor Binding (GO:0046875),3/22,0.0001544616586009299,0.0018608952202873,0,0,33.76061120543294,296.26842648702603,APP;SRC;FYN
GO_Molecular_Function_2025,Protein Kinase Binding (GO:0019901),10/527,0.0002197265233457876,0.0022857809822763,0,0,4.360352660699024,36.72780361790209,BACE1;APP;GSK3B;TTR;STING1;PLK1;MAPKAPK5;MAPT;HIF1A;ESR1
GO_Molecular_Function_2025,Zinc Ion Binding (GO:0008270),8/338,0.00022332454338364416,0.0022857809822763,0,0,5.39228650137741,45.33232977027317,ADAMTS4;MMP12;MMP13;CA2;CA9;SIRT6;MMP9;SNCA
GO_Molecular_Function_2025,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase Activity (GO:0017083),2/5,0.00022586768599568456,0.0022857809822763,0,0,141.1418439716312,1184.964987580801,FUT7;FUT4
GO_Molecular_Function_2025,Arylesterase Activity (GO:0004064),2/5,0.00022586768599568456,0.0022857809822763,0,0,141.1418439716312,1184.964987580801,CA1;CA2
GO_Molecular_Function_2025,Protein Serine/Threonine/Tyrosine Kinase Activity (GO:0004712),3/27,0.00028831803960752,0.0028055563084885,0,0,26.72043010752688,217.81015335035795,PRKAA2;MAPKAPK5;MAPK14
GO_Molecular_Function_2025,Alpha-(1->3)-Fucosyltransferase Activity (GO:0046920),2/7,0.0004713603714468496,0.0044168212583723,0,0,84.67659574468085,648.6132088589799,FUT7;FUT4
GO_Molecular_Function_2025,Alpha-Tubulin Binding (GO:0043014),3/35,0.0006274568787277046,0.0056695210827896,0,0,20.032258064516128,147.71457783436244,FYN;HDAC6;SNCA
GO_Molecular_Function_2025,Non-Membrane Spanning Protein Tyrosine Kinase Activity (GO:0004715),3/36,0.000682126294766358,0.0059509638819271,0,0,19.424242424242426,141.60847168791395,SRC;DYRK1A;FYN
GO_Molecular_Function_2025,Histone H3 Kinase Activity (GO:0140996),2/10,0.0010006174330829,0.0081663293732256,0,0,52.91489361702128,365.49047439590856,PKM;DYRK1A
GO_Molecular_Function_2025,Estrogen Response Element Binding (GO:0034056),2/10,0.0010006174330829,0.0081663293732256,0,0,52.91489361702128,365.49047439590856,ESR1;ESR2
GO_Molecular_Function_2025,Fucosyltransferase Activity (GO:0008417),2/11,0.0012191569333951,0.0093468698226963,0,0,47.033096926713945,315.5730647708604,FUT7;FUT4
GO_Molecular_Function_2025,Dynactin Binding (GO:0034452),2/11,0.0012191569333951,0.0093468698226963,0,0,47.033096926713945,315.5730647708604,GSK3B;MAPT
GO_Molecular_Function_2025,Transcription Corepressor Binding (GO:0001222),3/46,0.0014008065828257,0.0102494527012207,0,0,14.89947486871718,97.90008497345548,STAT1;ESR1;HDAC6
GO_Molecular_Function_2025,Vascular Endothelial Growth Factor Receptor Binding (GO:0005172),2/12,0.0014584201472092,0.0102494527012207,0,0,42.327659574468086,276.41661242727787,PGF;VEGFA
GO_Molecular_Function_2025,Lipase Activator Activity (GO:0060229),2/12,0.0014584201472092,0.0102494527012207,0,0,42.327659574468086,276.41661242727787,SRC;FYN
GO_Molecular_Function_2025,MAP Kinase Kinase Activity (GO:0004708),2/14,0.0019983199495877,0.0136641877633972,0,0,35.269503546099294,219.2157820877061,MAPKAPK5;MAPK14
GO_Molecular_Function_2025,Phospholipase Activator Activity (GO:0016004),2/15,0.0022985611577693,0.0153035782346221,0,0,32.55482815057283,197.78594479007495,SRC;FYN
GO_Molecular_Function_2025,Ubiquitin-Like Protein Ligase Binding (GO:0044389),6/284,0.0024785019559776,0.0160784870477521,0,0,4.706474820143885,28.23932404573712,KCNH2;GSK3B;STAT1;BCL2;HIF1A;HDAC6
GO_Molecular_Function_2025,Phospholipase Binding (GO:0043274),2/16,0.00261873530111,0.0165635007795213,0,0,30.227963525835865,179.70717131978577,SRC;FYN
GO_Molecular_Function_2025,DNA-binding Transcription Factor Binding (GO:0140297),6/294,0.0029416692379291,0.0178223329282282,0,0,4.54074074074074,26.466970145395106,GSK3B;KDM1A;STING1;BCL2;SOST;HIF1A
GO_Molecular_Function_2025,Nuclear Steroid Receptor Activity (GO:0003707),2/17,0.0029586481540932,0.0178223329282282,0,0,28.21134751773049,164.2753203692656,ESR1;ESR2
GO_Molecular_Function_2025,Metal Ion Binding (GO:0046872),8/516,0.003388704171691,0.019938189661345,0,0,3.471009305654975,19.74069788454306,MMP12;DYRK3;DYRK2;MMP13;TTR;MMP1;PLK1;SNCA
GO_Molecular_Function_2025,Histone Deacetylase Activity (GO:0004407),2/20,0.0040948972210907,0.0235456590212718,0,0,23.505910165484632,129.23581519530129,SIRT6;HDAC6
GO_Molecular_Function_2025,Tubulin Binding (GO:0015631),6/326,0.0048651378109707,0.0272117485001913,0,0,4.08,21.72869376582406,PLK1;DYRK1A;FYN;MAPT;HDAC6;SNCA
GO_Molecular_Function_2025,"Oxidoreductase, Single Donors W Incorp of O2, Incorp of Two Atoms of O (GO:0016702)",2/22,0.0049475906363984,0.0272117485001913,0,0,21.153191489361703,112.29921711841662,ALOX5;PTGS1
GO_Molecular_Function_2025,RNA Polymerase II-specific DNA-binding Transcription Factor Binding (GO:0061629),5/232,0.0052288616464393,0.0278916141669058,0,0,4.7627922738054895,25.021622993852727,GSK3B;KDM1A;STING1;MAPK14;HIF1A
GO_Molecular_Function_2025,Steroid Hydroxylase Activity (GO:0008395),2/23,0.0054019331785707,0.0278916141669058,0,0,20.144883485309016,105.1764043129469,CYP1B1;CYP19A1
GO_Molecular_Function_2025,Mitogen-Activated Protein Kinase Binding (GO:0051019),2/23,0.0054019331785707,0.0278916141669058,0,0,20.144883485309016,105.1764043129469,MAPKAPK5;MAPK14
GO_Molecular_Function_2025,Kinase Binding (GO:0019900),7/472,0.0076633393291801,0.0383857153946418,0,0,3.287978736257098,16.01675530175866,GSK3B;TTR;STING1;PLK1;MAPT;HIF1A;ESR1
GO_Molecular_Function_2025,Magnesium Ion Binding (GO:0000287),4/162,0.0077378319570226,0.0383857153946418,0,0,5.4336818932306,26.41657122200385,DYRK3;DYRK2;PLK1;SNCA
GO_Molecular_Function_2025,Virus Receptor Activity (GO:0001618),2/29,0.0085083695950949,0.0413964905299813,0,0,15.663514578408195,74.66335234524666,DPP4;AXL
GO_Molecular_Function_2025,Protein Tyrosine Kinase Activator Activity (GO:0030296),2/30,0.009087823485852,0.0433814970173691,0,0,15.103343465045592,70.99809661026983,SRC;VEGFA
GO_Molecular_Function_2025,Ubiquitin Protein Ligase Binding (GO:0031625),5/268,0.0094609642741308,0.044326369654724,0,0,4.1033301299461,19.123902314737983,KCNH2;GSK3B;BCL2;HIF1A;HDAC6
KEGG_2021_Human,Nitrogen metabolism,10/17,7.573667434877577e-20,1.5374544892801478e-17,0,0,330.5149501661129,14551.58978879786,CA12;CA1;CA3;CA5B;CA2;CA5A;CA4;CA7;CA6;CA9
KEGG_2021_Human,Central carbon metabolism in cancer,10/70,1.2557583193670021e-12,1.2745946941575068e-10,0,0,38.45736434108528,1053.8579802977963,PKM;PIK3CA;FLT3;PGAM1;KIT;SIRT6;MET;HIF1A;MTOR;FGFR1
KEGG_2021_Human,Pathways in cancer,19/531,7.000409006473543e-12,4.736943427713765e-10,0,0,9.34577922077922,240.04683030439332,GSK3B;FLT3;MMP1;STAT1;MMP2;MMP9;HIF1A;ESR1;PGF;ESR2;MTOR;VEGFA;PIK3CA;TERT;KIT;CDK2;BCL2;MET;FGFR1
KEGG_2021_Human,Proteoglycans in cancer,12/205,2.8619783087397076e-10,1.4524539916854018e-08,0,0,14.589933382679495,320.6041250374329,PIK3CA;SRC;MMP2;KDR;MAPK14;MMP9;MET;HIF1A;ESR1;MTOR;VEGFA;FGFR1
KEGG_2021_Human,PI3K-Akt signaling pathway,13/354,1.4446332000857461e-08,5.865210792348129e-07,0,0,8.985584567007031,162.21518836505956,GSK3B;PRKAA2;FLT3;PGF;MTOR;VEGFA;PIK3CA;KIT;CDK2;KDR;BCL2;MET;FGFR1
KEGG_2021_Human,Fluid shear stress and atherosclerosis,9/139,2.2640702401373376e-08,7.660104312464659e-07,0,0,15.73527851458886,276.996235896716,PRKAA2;PIK3CA;SRC;MMP2;KDR;BCL2;MAPK14;MMP9;VEGFA
KEGG_2021_Human,Prolactin signaling pathway,7/70,4.4043512942228344e-08,1.2772618753246217e-06,0,0,24.77028714107366,419.56129746544576,GSK3B;PIK3CA;SRC;STAT1;MAPK14;ESR1;ESR2
KEGG_2021_Human,MAPK signaling pathway,11/294,1.6735331426817437e-07,4.246590349554924e-06,0,0,8.972396591145293,139.99772707926726,RPS6KA3;FLT3;KIT;KDR;MAPKAPK5;MAPT;MAPK14;MET;PGF;VEGFA;FGFR1
KEGG_2021_Human,Relaxin signaling pathway,8/129,1.983772958695701e-07,4.4745101179469696e-06,0,0,14.863260706235913,229.38611574929092,MMP13;PIK3CA;MMP1;SRC;MMP2;MAPK14;MMP9;VEGFA
KEGG_2021_Human,Chemical carcinogenesis,10/239,2.2583944259893705e-07,4.584540684758422e-06,0,0,9.990352391591347,152.88677360017897,RPS6KA3;CBR1;PIK3CA;SRC;BCL2;CYP1B1;ESR1;ESR2;MTOR;VEGFA
KEGG_2021_Human,Prostate cancer,7/97,4.248548151776248e-07,7.840502498277984e-06,0,0,17.31560549313358,254.04622352142857,GSK3B;PIK3CA;CDK2;BCL2;MMP9;MTOR;FGFR1
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,7/100,5.232574268571911e-07,8.323544490736854e-06,0,0,16.754500422858523,242.3235612048881,PIK3CA;STAT1;MMP2;SERPINE1;BCL2;MAPK14;VEGFA
KEGG_2021_Human,Focal adhesion,9/201,5.330348688649217e-07,8.323544490736854e-06,0,0,10.620689655172416,153.4124527735389,GSK3B;PIK3CA;SRC;KDR;BCL2;FYN;MET;PGF;VEGFA
KEGG_2021_Human,Gastric cancer,8/149,5.989345144022271e-07,8.684550458832292e-06,0,0,12.742101869761443,182.5702827063539,GSK3B;ABCB1;PIK3CA;TERT;CDK2;BCL2;MET;MTOR
KEGG_2021_Human,Rap1 signaling pathway,9/210,7.69215218668665e-07,1.0410045959315931e-05,0,0,10.140504374678333,142.75695622282134,PIK3CA;SRC;KIT;KDR;MAPK14;MET;PGF;VEGFA;FGFR1
KEGG_2021_Human,Bladder cancer,5/41,1.4989816189363051e-06,1.901832929025437e-05,0,0,30.32356532356532,406.66098347890016,SRC;MMP1;MMP2;MMP9;VEGFA
KEGG_2021_Human,Thyroid hormone signaling pathway,7/121,1.901891418874668e-06,2.2710821060679865e-05,0,0,13.653656613443722,179.8549993093763,GSK3B;PIK3CA;SRC;STAT1;HIF1A;ESR1;MTOR
KEGG_2021_Human,MicroRNAs in cancer,10/310,2.407019143407747e-06,2.7145827006209592e-05,0,0,7.598449612403101,98.30206543675756,ABCC1;DNMT1;ABCB1;PIK3CA;BCL2;CYP1B1;MMP9;MET;MTOR;VEGFA
KEGG_2021_Human,Kaposi sarcoma-associated herpesvirus infection,8/193,4.175545730958603e-06,4.418388729986104e-05,0,0,9.68992628992629,120.02199964627216,GSK3B;PIK3CA;SRC;STAT1;MAPK14;HIF1A;MTOR;VEGFA
KEGG_2021_Human,Estrogen signaling pathway,7/137,4.353092344813895e-06,4.418388729986104e-05,0,0,11.96352636127917,147.68523561978483,PIK3CA;SRC;MMP2;BCL2;MMP9;ESR1;ESR2
KEGG_2021_Human,Breast cancer,7/147,6.930248218353714e-06,6.699239944408589e-05,0,0,11.103370786516852,131.90376934062502,GSK3B;PIK3CA;KIT;ESR1;ESR2;MTOR;FGFR1
KEGG_2021_Human,VEGF signaling pathway,5/59,9.354130794476314e-06,8.631311596721326e-05,0,0,20.1973951973952,233.8796260105009,PIK3CA;SRC;KDR;MAPK14;VEGFA
KEGG_2021_Human,Hepatitis B,7/162,1.3082901973957864e-05,0.00011547083046580202,0,0,10.021239579557813,112.68086590425496,PIK3CA;SRC;STAT1;CDK2;BCL2;MAPK14;MMP9
KEGG_2021_Human,HIF-1 signaling pathway,6/109,1.420390276530423e-05,0.0001201413442231983,0,0,12.816181229773465,143.0541352789232,PIK3CA;SERPINE1;BCL2;HIF1A;MTOR;VEGFA
KEGG_2021_Human,Ras signaling pathway,8/232,1.6022372712289085e-05,0.00013010166642378736,0,0,7.987012987012987,88.18879972096813,PIK3CA;FLT3;KIT;KDR;MET;PGF;VEGFA;FGFR1
KEGG_2021_Human,Sphingolipid signaling pathway,6/119,2.3421147740166e-05,0.00018286511504821915,0,0,11.676106194690265,124.48914029708206,ABCC1;PIK3CA;ADORA3;BCL2;FYN;MAPK14
KEGG_2021_Human,FoxO signaling pathway,6/131,4.02787529342481e-05,0.00030283654983897644,0,0,10.5488,106.75054842921908,PRKAA2;PIK3CA;PLK1;CDK2;CSNK1E;MAPK14
KEGG_2021_Human,PD-L1 expression and PD-1 checkpoint pathway in cancer,5/89,6.923804766778728e-05,0.0004967343127516967,0,0,12.964416535845109,124.1726633232156,PIK3CA;STAT1;MAPK14;HIF1A;MTOR
KEGG_2021_Human,Alzheimer disease,9/369,7.09620446788138e-05,0.0004967343127516967,0,0,5.6160919540229886,53.65257858964357,BACE1;APP;GSK3B;PSMB5;PIK3CA;CSNK1E;MAPT;MTOR;SNCA
KEGG_2021_Human,Lipid and atherosclerosis,7/215,7.9785936767266e-05,0.0005398848387918332,0,0,7.4477095937770095,70.27780393804763,GSK3B;PIK3CA;MMP1;SRC;BCL2;MAPK14;MMP9
KEGG_2021_Human,IL-17 signaling pathway,5/94,8.984996295720468e-05,0.0005883723380745985,0,0,12.232991727373747,113.979302265171,GSK3B;MMP13;MMP1;MAPK14;MMP9
KEGG_2021_Human,Ovarian steroidogenesis,4/51,0.0001047836521098636,0.0006518940642043266,0,0,18.369102682701204,168.32734427600298,ALOX5;HSD17B1;CYP1B1;CYP19A1
KEGG_2021_Human,Human cytomegalovirus infection,7/225,0.0001059729266933142,0.0006518940642043266,0,0,7.102463663539841,65.0040692798006,GSK3B;PIK3CA;STING1;SRC;MAPK14;MTOR;VEGFA
KEGG_2021_Human,Progesterone-mediated oocyte maturation,5/100,0.0001204768090204692,0.0007193174185633897,0,0,11.456911509543088,103.38777988426902,RPS6KA3;PIK3CA;PLK1;CDK2;MAPK14
KEGG_2021_Human,Thermogenesis,7/232,0.00012816773919136008,0.0007433728873098884,0,0,6.879051186017478,61.65123091102421,RPS6KA3;PRKAA2;KDM1A;SIRT6;MAPK14;MTOR;FGFR1
KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",5/106,0.00015853800614875794,0.0008939782013388295,0,0,10.773038842345771,94.25887794935288,MMP14;MMP13;BCL2;SOST;FGFR1
KEGG_2021_Human,Insulin resistance,5/108,0.00017307218610106086,0.0009495582102301448,0,0,10.562786727835272,91.49276498439444,GSK3B;RPS6KA3;PRKAA2;PIK3CA;MTOR
KEGG_2021_Human,Shigellosis,7/246,0.000183904544301448,0.0009824374340314196,0,0,6.471487001081284,55.66186617778172,GSK3B;PIK3CA;STING1;SRC;BCL2;MAPK14;MTOR
KEGG_2021_Human,Human papillomavirus infection,8/331,0.00019378886612172875,0.00100869589289,0,0,5.5111173656065295,47.11311669043079,GSK3B;PKM;PIK3CA;TERT;STAT1;CDK2;MTOR;VEGFA
KEGG_2021_Human,Arachidonic acid metabolism,4/61,0.000210940939665722,0.0010705252688035,0,0,15.138825324180017,128.1339937121721,CBR1;ALOX5;PTGES;PTGS1
KEGG_2021_Human,"Growth hormone synthesis, secretion and action",5/119,0.0002720517435279602,0.0013149167603851,0,0,9.538268748795064,78.30459161655668,GSK3B;PIK3CA;STAT1;MAPK14;MTOR
KEGG_2021_Human,Neurotrophin signaling pathway,5/119,0.0002720517435279602,0.0013149167603851,0,0,9.538268748795064,78.30459161655668,GSK3B;RPS6KA3;PIK3CA;BCL2;MAPK14
KEGG_2021_Human,Acute myeloid leukemia,4/67,0.00030308965886630715,0.0014308651337176,0,0,13.692891649413388,110.93271375199755,PIK3CA;FLT3;KIT;MTOR
KEGG_2021_Human,Fc epsilon RI signaling pathway,4/68,0.0003208563224514985,0.0014803143967648,0,0,13.478260869565217,108.42610042953902,PIK3CA;ALOX5;FYN;MAPK14
KEGG_2021_Human,Platelet activation,5/124,0.0003291187595732503,0.0014846912931859,0,0,9.135192538553882,73.25594849986626,PIK3CA;SRC;FYN;MAPK14;PTGS1
KEGG_2021_Human,Renal cell carcinoma,4/69,0.00033935720239146875,0.0014975980888145,0,0,13.270234113712377,106.008698723836,PIK3CA;MET;HIF1A;VEGFA
KEGG_2021_Human,Adherens junction,4/71,0.0003786315229962856,0.0016353659397499,0,0,12.872809863724854,101.42418743806252,SRC;FYN;MET;FGFR1
KEGG_2021_Human,Diabetic cardiomyopathy,6/203,0.0004410092586116909,0.0018651016562119,0,0,6.669035532994924,51.52793416901543,GSK3B;PIK3CA;MMP2;MAPK14;MMP9;MTOR
KEGG_2021_Human,Pathways of neurodegeneration,9/475,0.000464564187858902,0.0019246230639868,0,0,4.3150806570963445,33.115701693757565,APP;GSK3B;PSMB5;BCL2;CSNK1E;MAPT;MAPK14;MTOR;SNCA
KEGG_2021_Human,Pancreatic cancer,4/76,0.0004908969211448545,0.0019930414998481,0,0,11.97584541062802,91.24727617285396,PIK3CA;STAT1;MTOR;VEGFA
KEGG_2021_Human,Autophagy,5/137,0.0005199868929912048,0.0020299488322541,0,0,8.23010323010323,62.233628814803545,PRKAA2;PIK3CA;BCL2;HIF1A;MTOR
KEGG_2021_Human,Yersinia infection,5/137,0.0005199868929912048,0.0020299488322541,0,0,8.23010323010323,62.233628814803545,GSK3B;RPS6KA3;PIK3CA;SRC;MAPK14
KEGG_2021_Human,Measles,5/139,0.0005554711982026847,0.0021275594950027,0,0,8.106445793012957,60.76343545976968,GSK3B;PIK3CA;STAT1;CDK2;BCL2
KEGG_2021_Human,ErbB signaling pathway,4/85,0.0007496673734677148,0.002818194015073,0,0,10.640365002683843,76.56679984357685,GSK3B;PIK3CA;SRC;MTOR
KEGG_2021_Human,Colorectal cancer,4/86,0.0007833705801089737,0.0028913495956749,0,0,10.510074231177096,75.16704920248702,GSK3B;PIK3CA;BCL2;MTOR
KEGG_2021_Human,mTOR signaling pathway,5/154,0.0008826795165185632,0.0031614060434375,0,0,7.284829264695037,51.23091418348636,GSK3B;RPS6KA3;PRKAA2;PIK3CA;MTOR
KEGG_2021_Human,Coronavirus disease,6/232,0.000887685440768172,0.0031614060434375,0,0,5.804719764011799,40.78914532158161,PIK3CA;STING1;MMP1;STAT1;RPSA;MAPK14
KEGG_2021_Human,Cellular senescence,5/156,0.0009352492682016364,0.0032733724387057,0,0,7.187613710792519,50.13143114387052,PIK3CA;SERPINE1;CDK2;MAPK14;MTOR
KEGG_2021_Human,GnRH signaling pathway,4/93,0.0010499075996333,0.0036123939445013,0,0,9.680019540791402,66.39576822357638,MMP14;SRC;MMP2;MAPK14
KEGG_2021_Human,Hepatocellular carcinoma,5/168,0.0013010855114617,0.0043022714909682,0,0,6.65441920043147,44.215663381230655,GSK3B;PIK3CA;TERT;MET;MTOR
KEGG_2021_Human,ABC transporters,3/45,0.001313994248473,0.0043022714909682,0,0,15.254992319508448,101.21204943569812,ABCC1;ABCB1;ABCG2
KEGG_2021_Human,Glycosphingolipid biosynthesis,3/45,0.001313994248473,0.0043022714909682,0,0,15.254992319508448,101.21204943569812,FUT7;FUT4;ST3GAL3
KEGG_2021_Human,Type II diabetes mellitus,3/46,0.0014008065828257,0.0045137101002162,0,0,14.89947486871718,97.90008497345548,PKM;PIK3CA;MTOR
KEGG_2021_Human,C-type lectin receptor signaling pathway,4/104,0.0015884430219976,0.0049608297456233,0,0,8.610434782608696,55.4942605601181,PIK3CA;SRC;STAT1;MAPK14
KEGG_2021_Human,T cell receptor signaling pathway,4/104,0.0015884430219976,0.0049608297456233,0,0,8.610434782608696,55.4942605601181,GSK3B;PIK3CA;FYN;MAPK14
KEGG_2021_Human,Th17 cell differentiation,4/107,0.0017633804211116,0.0054237306891768,0,0,8.358379062895736,52.99649150055304,STAT1;MAPK14;HIF1A;MTOR
KEGG_2021_Human,Axon guidance,5/182,0.001850682210926,0.0056072908778802,0,0,6.123735022040107,38.5317712938684,GSK3B;PIK3CA;SRC;FYN;MET
KEGG_2021_Human,TNF signaling pathway,4/112,0.0020839550415816,0.0061189709058369,0,0,7.969404186795491,49.19901895032857,MMP14;PIK3CA;MAPK14;MMP9
KEGG_2021_Human,Toxoplasmosis,4/112,0.0020839550415816,0.0061189709058369,0,0,7.969404186795491,49.19901895032857,STAT1;ALOX5;BCL2;MAPK14
KEGG_2021_Human,Endocrine and other factor-regulated calcium reabsorption,3/53,0.0021099899675299,0.0061189709058369,0,0,12.809032258064516,78.91737109678841,KLK1;KLK2;ESR1
KEGG_2021_Human,Cholinergic synapse,4/113,0.0021525824389121,0.006151091824739,0,0,7.895891503789389,48.48935685090776,ACHE;PIK3CA;BCL2;FYN
KEGG_2021_Human,Neutrophil extracellular trap formation,5/189,0.0021816680363606,0.006151091824739,0,0,5.8886765408504536,36.08384031833502,PIK3CA;SRC;MAPK14;HDAC6;MTOR
KEGG_2021_Human,Leukocyte transendothelial migration,4/114,0.002222755364757,0.0061810868362422,0,0,7.823715415019762,47.7951376926109,PIK3CA;MMP2;MAPK14;MMP9
KEGG_2021_Human,Hedgehog signaling pathway,3/56,0.0024709827814584,0.0067785068194063,0,0,12.082166768107122,72.53093039942031,GSK3B;BCL2;CSNK1E
KEGG_2021_Human,Epstein-Barr virus infection,5/202,0.0029080201330425,0.0078710411601018,0,0,5.496457856863948,32.10086826041016,PIK3CA;STAT1;CDK2;BCL2;MAPK14
KEGG_2021_Human,Viral carcinogenesis,5/203,0.0029703185915853,0.0079338772906818,0,0,5.468420468420469,31.82120932908589,PKM;PIK3CA;SRC;CDK2;HDAC6
KEGG_2021_Human,Steroid hormone biosynthesis,3/61,0.0031532246844044,0.008313046895248,0,0,11.03781979977753,63.57044273872647,HSD17B1;CYP1B1;CYP19A1
KEGG_2021_Human,Osteoclast differentiation,4/127,0.0032835862433066,0.0085457436845032,0,0,6.992223400494875,39.98726064341961,PIK3CA;STAT1;FYN;MAPK14
KEGG_2021_Human,Oocyte meiosis,4/129,0.0034726568224441,0.0089234093032425,0,0,6.879652173913043,38.95833734110742,RPS6KA3;PLK1;CDK2;MAPK14
KEGG_2021_Human,Human immunodeficiency virus 1 infection,5/212,0.0035752241810485,0.0090721313594106,0,0,5.22827414131762,29.454671268009022,PIK3CA;STING1;BCL2;MAPK14;MTOR
KEGG_2021_Human,Insulin signaling pathway,4/137,0.0043030485325422,0.0107841833593343,0,0,6.463223275580255,35.21442958623038,GSK3B;PRKAA2;PIK3CA;MTOR
KEGG_2021_Human,Epithelial cell signaling in Helicobacter pylori infection,3/70,0.0046493401598271,0.0115099518590841,0,0,9.550794415021668,51.2976030457789,SRC;MAPK14;MET
KEGG_2021_Human,Signaling pathways regulating pluripotency of stem cells,4/143,0.0050072742264845,0.0121575861822457,0,0,6.182358461057241,32.74710936168719,GSK3B;PIK3CA;MAPK14;FGFR1
KEGG_2021_Human,Melanoma,3/72,0.0050307253167913,0.0121575861822457,0,0,9.273024777933614,49.07461926566847,PIK3CA;MET;FGFR1
KEGG_2021_Human,p53 signaling pathway,3/73,0.0052282833821959,0.0124612776732937,0,0,9.140092165898617,48.01904884848528,SERPINE1;CDK2;BCL2
KEGG_2021_Human,Mannose type O-glycan biosynthesis,2/23,0.0054019331785707,0.0124612776732937,0,0,20.144883485309016,105.1764043129469,FUT4;ST3GAL3
KEGG_2021_Human,Proximal tubule bicarbonate reclamation,2/23,0.0054019331785707,0.0124612776732937,0,0,20.144883485309016,105.1764043129469,CA2;CA4
KEGG_2021_Human,Renin-angiotensin system,2/23,0.0054019331785707,0.0124612776732937,0,0,20.144883485309016,105.1764043129469,KLK1;KLK2
KEGG_2021_Human,Phospholipase D signaling pathway,4/148,0.0056501766056262,0.0128874814712597,0,0,5.966183574879227,30.881374728014425,PIK3CA;KIT;FYN;MTOR
KEGG_2021_Human,Bacterial invasion of epithelial cells,3/77,0.0060649738722234,0.0136798855117929,0,0,8.644289450741063,44.1310429963081,PIK3CA;SRC;MET
KEGG_2021_Human,Non-alcoholic fatty liver disease,4/155,0.0066396288777809,0.0148114798042805,0,0,5.687589979844515,28.52155297279389,GSK3B;PRKAA2;PIK3CA;MAPK14
KEGG_2021_Human,Hepatitis C,4/157,0.0069420940765592,0.0153178814950165,0,0,5.612674055129298,27.895842113140688,GSK3B;PIK3CA;STAT1;CDK2
KEGG_2021_Human,JAK-STAT signaling pathway,4/162,0.0077378319570226,0.0168901063147913,0,0,5.4336818932306,26.41657122200385,PIK3CA;STAT1;BCL2;MTOR
KEGG_2021_Human,Bile secretion,3/90,0.0093147685615091,0.020115936361557,0,0,7.347793845012977,34.35941646878212,ABCB1;CA2;ABCG2
KEGG_2021_Human,Circadian rhythm,2/31,0.0096844370952349,0.0206941129508704,0,0,14.581804842259722,67.61925731038481,PRKAA2;CSNK1E
KEGG_2021_Human,Small cell lung cancer,3/92,0.0098888961645971,0.0209108950147209,0,0,7.181949981877492,33.154342735740734,PIK3CA;CDK2;BCL2
KEGG_2021_Human,Prion disease,5/273,0.0101929622164911,0.0213316631953371,0,0,4.025750369033951,18.462323782581805,GSK3B;PSMB5;PIK3CA;FYN;MAPK14
KEGG_2021_Human,Tuberculosis,4/180,0.0110931975139311,0.0229787662788574,0,0,4.873517786561265,21.93776600619692,SRC;STAT1;BCL2;MAPK14
KEGG_2021_Human,NOD-like receptor signaling pathway,4/181,0.011303064618906,0.0231769910872518,0,0,4.845738147875215,21.72190019119432,STING1;STAT1;BCL2;MAPK14
KEGG_2021_Human,Choline metabolism in cancer,3/98,0.0117330392948656,0.0235822472956209,0,0,6.726315789473684,29.900804658388942,PIK3CA;HIF1A;MTOR
KEGG_2021_Human,Inflammatory mediator regulation of TRP channels,3/98,0.0117330392948656,0.0235822472956209,0,0,6.726315789473684,29.900804658388942,PIK3CA;SRC;MAPK14
KEGG_2021_Human,Nicotinate and nicotinamide metabolism,2/35,0.0122390168869593,0.0243580434122818,0,0,12.811734364925854,56.411684848762775,SIRT6;NADK
KEGG_2021_Human,Melanogenesis,3/101,0.0127243362978483,0.0250780608588662,0,0,6.519420671494404,28.452309138616958,GSK3B;KIT;TYR
KEGG_2021_Human,Chagas disease,3/102,0.0130651118387525,0.0252592162215882,0,0,6.453242098403389,27.99293694442775,PIK3CA;SERPINE1;MAPK14
KEGG_2021_Human,Longevity regulating pathway,3/102,0.0130651118387525,0.0252592162215882,0,0,6.453242098403389,27.99293694442775,PRKAA2;PIK3CA;MTOR
KEGG_2021_Human,Toll-like receptor signaling pathway,3/104,0.0137622465847819,0.0261471881137807,0,0,6.324816352603002,27.107063574474683,PIK3CA;STAT1;MAPK14
KEGG_2021_Human,Chemokine signaling pathway,4/192,0.0137820154097268,0.0261471881137807,0,0,4.559666975023127,19.53539509268129,GSK3B;PIK3CA;SRC;STAT1
KEGG_2021_Human,Glucagon signaling pathway,3/107,0.0148470619545029,0.0279069775626304,0,0,6.141439205955335,25.855172138180443,PKM;PRKAA2;PGAM1
KEGG_2021_Human,Serotonergic synapse,3/113,0.0171583638940424,0.0319554850503726,0,0,5.804692082111437,23.59763787355669,APP;ALOX5;PTGS1
